Code,Name,Description,Alternate Code,Label List,Enable Inventory,Unit Of Measure,Barcode,Manufacturer Code,Brand,Is Manual Order Approval Needed,Height,Width,Length,Weight,Is Archived,Internal Notes,External Notes,Tax Code,Cost Price,Sell Price Ex Tax,Sell Price Inc Tax,Minimum Stock Quantity,Override Sales GL Account Code,Override Purchase GL Account Code,Is Auto Archive When No Stock Enabled,Is Excluded From Order Consolidation,BoM Weight Calculated From Components,Photo Identifier
"PR1142","Women's Short-Sleeved Capilene® Cool Trail Cropped Shirt Wispy Green-S","Women's Short-Sleeved Capilene® Cool Trail Cropped Shirt

Condition: New Brand

Stretchy, quick-drying, moisture-wicking tech top that will keep you comfortable when you’re working hard. Built using Naia® Renew, the fabric has an ultrasoft, cotton-like, natural feel to give you a versatile look and all-day performance. Made in a Fair Trade Certified™ factory.

Features:
Ultracomfortable, Quick-to-Wick Fabric
Raglan Sleeve Construction
A locker loop makes it easy to hang dry
Tagless Design
Woven Patagonia Logo
Resists Odors
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Vietnam.

Material:
3.8-oz 70% recycled polyester/30% Naia® Renew (a blend of renewable wood pulp and postconsumer plastics) spun jersey with natural anti-odor control and miDori™ bioSoft for added wicking and softness
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Cold, Do Not Bleach, Tumble Dry Low, Cool Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,112.17,129.00,0.0000,,,N,N,,SL996_4.jpg
"PR1143","Women's Short-Sleeved Capilene® Cool Trail Cropped Shirt Wispy Green-M","Women's Short-Sleeved Capilene® Cool Trail Cropped Shirt

Condition: New Brand

Stretchy, quick-drying, moisture-wicking tech top that will keep you comfortable when you’re working hard. Built using Naia® Renew, the fabric has an ultrasoft, cotton-like, natural feel to give you a versatile look and all-day performance. Made in a Fair Trade Certified™ factory.

Features:
Ultracomfortable, Quick-to-Wick Fabric
Raglan Sleeve Construction
A locker loop makes it easy to hang dry
Tagless Design
Woven Patagonia Logo
Resists Odors
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Vietnam.

Material:
3.8-oz 70% recycled polyester/30% Naia® Renew (a blend of renewable wood pulp and postconsumer plastics) spun jersey with natural anti-odor control and miDori™ bioSoft for added wicking and softness
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Cold, Do Not Bleach, Tumble Dry Low, Cool Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,112.17,129.00,0.0000,,,N,N,,SL996_4.jpg
"PR1144","Women's Short-Sleeved Capilene® Cool Trail Cropped Shirt Wispy Green-L","Women's Short-Sleeved Capilene® Cool Trail Cropped Shirt

Condition: New Brand

Stretchy, quick-drying, moisture-wicking tech top that will keep you comfortable when you’re working hard. Built using Naia® Renew, the fabric has an ultrasoft, cotton-like, natural feel to give you a versatile look and all-day performance. Made in a Fair Trade Certified™ factory.

Features:
Ultracomfortable, Quick-to-Wick Fabric
Raglan Sleeve Construction
A locker loop makes it easy to hang dry
Tagless Design
Woven Patagonia Logo
Resists Odors
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Vietnam.

Material:
3.8-oz 70% recycled polyester/30% Naia® Renew (a blend of renewable wood pulp and postconsumer plastics) spun jersey with natural anti-odor control and miDori™ bioSoft for added wicking and softness
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Cold, Do Not Bleach, Tumble Dry Low, Cool Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,112.17,129.00,0.0000,,,N,N,,SL996_4.jpg
"PR1145","Patagonia Women's Long-Sleeved Work Pocket T-Shirt","Patagonia Women's Long-Sleeved Work Pocket T-Shirt

Condition: New Brand

A sturdy and comfortable long-sleeved pocket tee for hard work, built with a breathable blend of 55% industrial hemp/45% organic cotton jersey. Rib-knit cuffs resist stretching out of shape and keep fabric out of work’s way when you push up your sleeves to get the job done. Made in a Fair Trade Certified™ factory.

Features:
Durable, Breathable and Comfortable Construction
Left-Chest Pocket with Patagonia® Workwear P-6 Logo
Rib-Knit Cuffs
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Sri Lanka.

Material:
Body: 6.6-oz 55% industrial hemp/45% organic cotton jersey
Collar and cuffs: 9.7-oz 53% industrial hemp/42% organic cotton/5% spandex rib knit
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Warm Iron","SL997",,Y,Each,,,"Patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL997.jpg
"PR1146","Women's Long-Sleeved Work Pocket T-Shirt Beeswax Tan-S","Women's Long-Sleeved Work Pocket T-Shirt

Condition: New Brand

A sturdy and comfortable long-sleeved pocket tee for hard work, built with a breathable blend of 55% industrial hemp/45% organic cotton jersey. Rib-knit cuffs resist stretching out of shape and keep fabric out of work’s way when you push up your sleeves to get the job done. Made in a Fair Trade Certified™ factory.

Features:
Durable, Breathable and Comfortable Construction
Left-Chest Pocket with Patagonia® Workwear P-6 Logo
Rib-Knit Cuffs
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Sri Lanka.

Material:
Body: 6.6-oz 55% industrial hemp/45% organic cotton jersey
Collar and cuffs: 9.7-oz 53% industrial hemp/42% organic cotton/5% spandex rib knit
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Warm Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,121.74,140.00,0.0000,,,N,N,,SL997.jpg
"PR1147","Women's Long-Sleeved Work Pocket T-Shirt Beeswax Tan-M","Women's Long-Sleeved Work Pocket T-Shirt

Condition: New Brand

A sturdy and comfortable long-sleeved pocket tee for hard work, built with a breathable blend of 55% industrial hemp/45% organic cotton jersey. Rib-knit cuffs resist stretching out of shape and keep fabric out of work’s way when you push up your sleeves to get the job done. Made in a Fair Trade Certified™ factory.

Features:
Durable, Breathable and Comfortable Construction
Left-Chest Pocket with Patagonia® Workwear P-6 Logo
Rib-Knit Cuffs
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Sri Lanka.

Material:
Body: 6.6-oz 55% industrial hemp/45% organic cotton jersey
Collar and cuffs: 9.7-oz 53% industrial hemp/42% organic cotton/5% spandex rib knit
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Warm Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,121.74,140.00,0.0000,,,N,N,,SL997.jpg
"PR1148","Women's Long-Sleeved Work Pocket T-Shirt Beeswax Tan-L","Women's Long-Sleeved Work Pocket T-Shirt

Condition: New Brand

A sturdy and comfortable long-sleeved pocket tee for hard work, built with a breathable blend of 55% industrial hemp/45% organic cotton jersey. Rib-knit cuffs resist stretching out of shape and keep fabric out of work’s way when you push up your sleeves to get the job done. Made in a Fair Trade Certified™ factory.

Features:
Durable, Breathable and Comfortable Construction
Left-Chest Pocket with Patagonia® Workwear P-6 Logo
Rib-Knit Cuffs
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Sri Lanka.

Material:
Body: 6.6-oz 55% industrial hemp/45% organic cotton jersey
Collar and cuffs: 9.7-oz 53% industrial hemp/42% organic cotton/5% spandex rib knit
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Warm Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,121.74,140.00,0.0000,,,N,N,,SL997.jpg
"PR1149","Women's Long-Sleeved Work Pocket T-Shirt Pine Needle Green-XS","Women's Long-Sleeved Work Pocket T-Shirt

Condition: New Brand

A sturdy and comfortable long-sleeved pocket tee for hard work, built with a breathable blend of 55% industrial hemp/45% organic cotton jersey. Rib-knit cuffs resist stretching out of shape and keep fabric out of work’s way when you push up your sleeves to get the job done. Made in a Fair Trade Certified™ factory.

Features:
Durable, Breathable and Comfortable Construction
Left-Chest Pocket with Patagonia® Workwear P-6 Logo
Rib-Knit Cuffs
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Sri Lanka.

Material:
Body: 6.6-oz 55% industrial hemp/45% organic cotton jersey
Collar and cuffs: 9.7-oz 53% industrial hemp/42% organic cotton/5% spandex rib knit
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Warm Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,121.74,140.00,0.0000,,,N,N,,SL997_2.jpg
"PR1150","Women's Long-Sleeved Work Pocket T-Shirt Pine Needle Green-S","Women's Long-Sleeved Work Pocket T-Shirt

Condition: New Brand

A sturdy and comfortable long-sleeved pocket tee for hard work, built with a breathable blend of 55% industrial hemp/45% organic cotton jersey. Rib-knit cuffs resist stretching out of shape and keep fabric out of work’s way when you push up your sleeves to get the job done. Made in a Fair Trade Certified™ factory.

Features:
Durable, Breathable and Comfortable Construction
Left-Chest Pocket with Patagonia® Workwear P-6 Logo
Rib-Knit Cuffs
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Sri Lanka.

Material:
Body: 6.6-oz 55% industrial hemp/45% organic cotton jersey
Collar and cuffs: 9.7-oz 53% industrial hemp/42% organic cotton/5% spandex rib knit
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Warm Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,121.74,140.00,0.0000,,,N,N,,SL997_2.jpg
"PR1151","Women's Long-Sleeved Work Pocket T-Shirt Pine Needle Green-M","Women's Long-Sleeved Work Pocket T-Shirt

Condition: New Brand

A sturdy and comfortable long-sleeved pocket tee for hard work, built with a breathable blend of 55% industrial hemp/45% organic cotton jersey. Rib-knit cuffs resist stretching out of shape and keep fabric out of work’s way when you push up your sleeves to get the job done. Made in a Fair Trade Certified™ factory.

Features:
Durable, Breathable and Comfortable Construction
Left-Chest Pocket with Patagonia® Workwear P-6 Logo
Rib-Knit Cuffs
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Sri Lanka.

Material:
Body: 6.6-oz 55% industrial hemp/45% organic cotton jersey
Collar and cuffs: 9.7-oz 53% industrial hemp/42% organic cotton/5% spandex rib knit
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Warm Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,121.74,140.00,0.0000,,,N,N,,SL997_2.jpg
"PR1152","Women's Long-Sleeved Work Pocket T-Shirt Pine Needle Green-L","Women's Long-Sleeved Work Pocket T-Shirt

Condition: New Brand

A sturdy and comfortable long-sleeved pocket tee for hard work, built with a breathable blend of 55% industrial hemp/45% organic cotton jersey. Rib-knit cuffs resist stretching out of shape and keep fabric out of work’s way when you push up your sleeves to get the job done. Made in a Fair Trade Certified™ factory.

Features:
Durable, Breathable and Comfortable Construction
Left-Chest Pocket with Patagonia® Workwear P-6 Logo
Rib-Knit Cuffs
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Sri Lanka.

Material:
Body: 6.6-oz 55% industrial hemp/45% organic cotton jersey
Collar and cuffs: 9.7-oz 53% industrial hemp/42% organic cotton/5% spandex rib knit
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Warm Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,121.74,140.00,0.0000,,,N,N,,SL997_2.jpg
"PR1153","Patagonia Women's Long-Sleeved Cotton Midweight Fjord Flannel Shirt","Patagonia Women's Long-Sleeved Organic Cotton Midweight Fjord Flannel Shirt

Condition: New Brand

This long-sleeved classic, everyday to outdoor-play women’s shirt is made of soft organic cotton flannel in beautiful plaids.

Features:
Slim fit
Closer-fitting. Slim-fitting technical garments may be worn over baselayers and light midlayers.
Model is 179cm wearing a size small.
Organic Cotton
Classic Flannel-Shirt Styling
Two Pockets
Cuff Details
Buttoned cuffs
Shirttail Hem
Hip Length
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Vietnam.

Material:
5.9-oz 100% organic cotton yarn-dyed flannel
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Warm Iron","SL998",,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL998.jpg;SL998_2.jpg;SL998_3.jpg
"PR1154","Women's Long-Sleeved Organic Cotton Midweight Fjord Flannel Shirt U-S","Women's Long-Sleeved Organic Cotton Midweight Fjord Flannel Shirt

Condition: New Brand

This long-sleeved classic, everyday to outdoor-play women’s shirt is made of soft organic cotton flannel in beautiful plaids.

Features:
Slim fit
Closer-fitting. Slim-fitting technical garments may be worn over baselayers and light midlayers.
Model is 179cm wearing a size small.
Organic Cotton
Classic Flannel-Shirt Styling
Two Pockets
Cuff Details
Buttoned cuffs
Shirttail Hem
Hip Length
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Vietnam.

Material:
5.9-oz 100% organic cotton yarn-dyed flannel
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Warm Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,117.39,135.00,0.0000,,,N,N,,SL998.jpg;SL998_2.jpg;SL998_3.jpg
